Category,URL,Label,subdomain_length,url_length,path_length,url_entropy,length_ratio,at_count,dash_count,punctuation_count,other_tlds_count,is_ip,suspicious_words_count,euclidean_distance,kolmogorov_smirnov,kullback_leibler
HAM,https://www.google.ca/search?q=space+idadded on Apr 1st 2023 12:51 AM,0,3,69,7,4.694772644870419,9.857142857142858,0,0,10,0,0,0,0.1463288163888989,0.06902898550724637,-1.437715140657512
HAM,https://login-online.mkb.hu/authenticateadded on Mar 31st 2023 11:50 AM,0,12,71,44,4.668641267447336,1.6136363636363635,0,1,8,0,0,1,0.11524620260485083,0.07066197183098591,-3.1148336192599864
HAM,https://secure.ficohsa.com/?version=11.0.0added on Mar 31st 2023 4:21 AM,0,6,72,1,4.653834508441318,72.0,0,0,11,0,0,2,0.1347423352683938,0.07144444444444445,-1.4828926515932899
HAM,https://www.nike.com/added on Mar 29th 2023 6:03 PM,0,3,51,31,4.509989802458863,1.6451612903225807,0,0,7,0,0,0,0.15767994882982359,0.0877843137254902,-0.06564224976511707
HAM,https://steamcommunity.com/groups/nophobiaaaadded on Mar 29th 2023 6:01 PM,0,14,74,48,4.605827818326268,1.5416666666666667,0,0,7,0,0,0,0.13928458355283171,0.09997297297297297,-2.3134998912027807
HAM,https://packetstormsecurity.com/files/171563/APPLE-SA-2023-03-27-9.txt...added on Mar 29th 2023 6:00 PM,0,19,103,72,4.977884634762036,1.4305555555555556,0,5,17,2,0,0,0.1582100655822541,0.08816504854368933,-3.3113504440419708
HAM,https://packetstormsecurity.com/files/171563added on Mar 29th 2023 6:00 PM,0,19,74,43,4.772916034226273,1.7209302325581395,0,0,7,0,0,0,0.13128228428293331,0.07294594594594594,-3.22890201732961
HAM,https://sellercentral.amazon.com.mx:443/ap/signin?openid.return_to=htt...added on Mar 29th 2023 1:00 PM,0,13,103,10,4.746252348638246,10.3,0,0,17,0,0,1,0.11329725921741343,0.06874757281553398,-3.03604645803226
HAM,http://go.amazonsellerservices.com/e/229492/ointment-ref-ag-fbamap-con...added on Mar 29th 2023 1:00 PM,0,2,103,69,4.740929567222553,1.4927536231884058,0,4,16,1,0,0,0.11669772758671966,0.05028252427184466,-3.4912141981311438
HAM,https://get.massive.app/01GWHSK05776404NQ2RE4AS8FS?secret=PQQAzDTktyIW...added on Mar 29th 2023 1:43 AM,0,3,103,27,5.339236876984111,3.814814814814815,0,0,12,0,0,0,0.1702575985064533,0.07845631067961165,-1.2441608354772882
HAM,https://www.telekom.de/hilfe/technical-error?samChecked=true...added on Mar 28th 2023 7:30 PM,0,3,93,22,4.727848807171558,4.2272727272727275,0,1,14,0,0,0,0.112971452631732,0.048194623655913975,-3.7971449266625883
HAM,https://sparkassenstiftung-southernafrica.org/...added on Mar 28th 2023 12:03 PM,0,33,80,35,4.579138369855338,2.2857142857142856,0,1,10,1,0,0,0.12859432335838156,0.0895,-1.6011860315017292
HAM,http://sparkassenstiftung-southernafrica.org/added on Mar 28th 2023 12:03 PM,0,33,76,32,4.569992730908431,2.375,0,1,7,0,0,0,0.12454476939834742,0.08752631578947369,-1.5845359536154942
HAM,https://sparkassenstiftung-moldova.org/added on Mar 28th 2023 12:03 PM,0,26,70,32,4.634949317885997,2.1875,0,1,7,0,0,0,0.13769807625410616,0.09842857142857143,-2.6735869838652815
HAM,http://sparkassenstiftung-moldova.org/added on Mar 28th 2023 12:03 PM,0,26,69,32,4.644847377652212,2.15625,0,1,7,0,0,0,0.1366543828143285,0.09801449275362319,-2.653208935463478
HAM,https://sparkassenstiftung-asia.org/added on Mar 28th 2023 12:03 PM,0,23,67,32,4.496559108426855,2.09375,0,1,7,0,0,0,0.14323152603044026,0.09714925373134328,-0.470304297093949
HAM,http://sparkassenstiftung-asia.org/added on Mar 28th 2023 12:03 PM,0,23,66,32,4.510176225931464,2.0625,0,1,7,0,0,0,0.14051197626149498,0.0966969696969697,-0.4536542192077137
HAM,https://www.wishyoudead.com/added on Mar 28th 2023 11:04 AM,0,3,59,32,4.566562702044137,1.84375,0,0,7,0,0,0,0.16396883418424463,0.09310169491525425,-1.4138396819218155
HAM,https://www1.folha.uol.com.br/banco-de-dados/?cmpid=menulate...added on Mar 28th 2023 11:02 AM,0,4,94,16,4.755477081071982,5.875,0,2,17,0,0,0,0.14544662370977887,0.0844468085106383,-3.852053075886212
HAM,http://sp.hsbc.com.my/added on Mar 28th 2023 11:01 AM,0,2,53,32,4.467656539101478,1.65625,0,0,8,0,0,0,0.1749416087805702,0.10813207547169812,1.9783331432215876
HAM,http://starbucks.co.kr/added on Mar 28th 2023 4:40 AM,0,9,53,31,4.458407010881232,1.7096774193548387,0,0,7,0,0,0,0.16679312222396198,0.10813207547169812,2.1234517712976273
HAM,https://airtm.me/added on Mar 27th 2023 3:34 PM,0,5,47,31,4.293222627951161,1.5161290322580645,0,0,6,0,0,0,0.1531582074514223,0.0844468085106383,1.7119025852297394
HAM,http://airtm.meadded on Mar 27th 2023 3:34 PM,0,5,45,0,4.235645873818991,0.0,0,0,5,0,0,0,0.15831306887865504,0.08255555555555555,3.6044050209783927
HAM,https://www.sbi.mx/page/41/786/added on Mar 25th 2023 5:34 PM,0,3,61,43,4.704606394620735,1.4186046511627908,0,0,10,0,0,0,0.17188667670628793,0.09421311475409835,-0.08931050952418668
HAM,https://accounts.binance.com/ru/register?ref=174611886...added on Mar 24th 2023 8:52 PM,0,8,87,12,4.836934594551124,7.25,0,0,13,0,0,1,0.13171010398952576,0.06952873563218391,-2.4568109718840403
HAM,https://www.newvega.com/wp-admin/includes/content/content.php...added on Mar 23rd 2023 6:31 PM,0,3,94,71,4.595247729286943,1.323943661971831,0,1,15,2,0,2,0.13897376124677163,0.06317021276595745,-3.7171661025405336
HAM,https://urlscan.io/result/1db17b92-be69-4dc3-83e9-63e08c0beb58/...added on Mar 23rd 2023 2:33 PM,0,7,96,78,4.76940059024367,1.2307692307692308,0,4,15,1,0,0,0.16630243533995528,0.0645,-1.4480150171688726
HAM,https://www.google.com.py/search?q=csgoskinsadded on Mar 23rd 2023 12:17 PM,0,3,75,7,4.778576610889102,10.714285714285714,0,0,10,0,0,0,0.15337653376938434,0.087,-3.0166027685839225
HAM,https://moneromixer.net/added on Mar 23rd 2023 1:17 AM,0,11,54,31,4.3607354185496865,1.7419354838709677,0,0,6,0,0,0,0.1414863643233424,0.05292592592592593,1.3827956435031943
HAM,https://bvnegocios.banrural.com.gt/corp/pages/jsp-ns/login-corp.jsp...added on Mar 19th 2023 11:38 PM,0,10,101,67,4.733106008930853,1.507462686567164,0,2,17,2,0,1,0.1511615891090016,0.0972970297029703,-3.532665213473907
HAM,https://accounts.binance.me/en/register-person?ref=P4Provider...added on Mar 19th 2023 5:35 AM,0,8,94,19,4.768105708813398,4.947368421052632,0,1,14,0,0,1,0.10951367297135862,0.0403,-3.022076800127235
HAM,https://login.microsoftonline.com.office.prod.abbvie.myshn.net:443/...added on Mar 17th 2023 2:00 PM,0,5,100,34,4.690141040728364,2.9411764705882355,0,0,16,1,0,1,0.1257030230344521,0.077,-4.040586660242001
HAM,http://login.microsoftonline.com.office.prod.abbvie.myshn.net/...added on Mar 17th 2023 2:00 PM,0,5,95,34,4.613416240959273,2.7941176470588234,0,0,15,1,0,1,0.12431056687189179,0.07436842105263158,-4.003558533961572
HAM,https://login.microsoftonline.com.office.o365prod.rimac.myshn.net:443/...added on Mar 17th 2023 2:00 PM,0,5,103,34,4.678913882145809,3.0294117647058822,0,0,16,1,0,1,0.1355019773500532,0.08816504854368933,-3.302410001409396
HAM,http://login.microsoftonline.com.office.o365prod.rimac.myshn.net/...added on Mar 17th 2023 2:00 PM,0,5,98,34,4.609436763172733,2.8823529411764706,0,0,15,1,0,1,0.1349319560266748,0.08618367346938777,-3.2653818751289676
HAM,https://login.microsoftonline.com.office.o365prod.rimac.myshn.net/...added on Mar 17th 2023 2:00 PM,0,5,99,34,4.6165116762965175,2.911764705882353,0,0,15,1,0,1,0.13272572576086017,0.08659595959595959,-3.302410001409396
HAM,https://login.microsoftonline.com.network.global.office-365---rp.netwo...added on Mar 17th 2023 2:00 PM,0,5,103,0,4.74070541589921,0.0,0,4,17,0,0,1,0.13088508538200525,0.07845631067961165,-4.10954293788943
HAM,http://viaccess-orca.com.admin-mcas-df.ms/added on Mar 17th 2023 1:43 PM,0,13,72,31,4.58640738382641,2.3225806451612905,0,3,11,0,0,1,0.162726394999796,0.09922222222222223,-0.6258477756724858
HAM,https://login.live-int.com/login.srf?wa=wsignin1.0&rpsnv=53&ct...added on Mar 16th 2023 1:04 AM,0,5,95,10,4.885947614549843,9.5,0,1,18,1,0,2,0.14648168605334413,0.10594736842105264,-3.4562807395379753
HAM,https://phishtank.org/login_required.phpadded on Mar 15th 2023 5:45 PM,0,9,70,49,4.637802617031993,1.4285714285714286,0,0,8,1,0,1,0.13896976987379486,0.08414285714285714,-1.1284572582010959
HAM,https://phishtank.org/add_web_phish.phpadded on Mar 15th 2023 5:45 PM,0,9,69,48,4.533956298602891,1.4375,0,0,9,1,0,0,0.1676544861540491,0.09801449275362319,-0.06438403029558631
HAM,https://blog.dynamoo.com/2015/11/added on Mar 15th 2023 2:00 PM,0,4,63,39,4.481425463856621,1.6153846153846154,0,0,9,0,0,0,0.17266041631642104,0.11112698412698413,0.08336018181941246
HAM,http://blog.dynamoo.com/2015/11/added on Mar 15th 2023 2:00 PM,0,4,62,39,4.434215165910626,1.5897435897435896,0,0,9,0,0,0,0.1770528920602221,0.11087096774193549,1.975862617568065
HAM,https://www.imdb.com/added on Mar 13th 2023 4:01 PM,0,3,51,31,4.500377547641744,1.6451612903225807,0,0,7,0,0,0,0.17643766059904117,0.1073921568627451,-0.1311320194469075
HAM,http://commerzbank.cn/added on Mar 12th 2023 4:05 AM,0,11,52,31,4.507380102423634,1.6774193548387097,0,0,6,0,0,0,0.16170261348259216,0.08853846153846154,3.9852234775680695
HAM,http://dnr.duke4.net/added on Mar 12th 2023 4:04 AM,0,3,51,31,4.24313410688167,1.6451612903225807,0,0,7,0,0,0,0.1672251027978964,0.0697,5.21269535525418
HAM,https://www.sydneyartsguide.com.au/wp-content/jan/index.php...added on Mar 11th 2023 3:23 AM,0,3,92,58,4.650801701645721,1.5862068965517242,0,1,15,2,0,1,0.13598626119029147,0.07265217391304349,-2.8921452822446785
HAM,http://amazonprimenow.delivery/added on Mar 11th 2023 1:03 AM,0,14,61,31,4.520260288098823,1.967741935483871,0,0,6,0,0,0,0.13219159749901493,0.0633,0.3000639511763242
HAM,https://www.attemplate.com/nam/bbd163df-f5b3-42f0-9ef3-105dccf2b7a6/06...added on Mar 10th 2023 5:16 PM,0,3,103,77,4.78846934345789,1.3376623376623376,0,4,16,1,0,0,0.17598114526433636,0.08816504854368933,-0.6445517067256319
HAM,https://www.attemplate.com/eur/7c8f5585-1011-4ff6-ab82-b8795c4f103f/c2...added on Mar 10th 2023 5:16 PM,0,3,103,77,4.879827688450289,1.3376623376623376,0,4,16,1,0,0,0.1752815698669894,0.08816504854368933,-1.3805691808189147
HAM,https://www.attemplate.com/eur/1f23d6d3-b158-4e45-b7e1-7631cf28c804/bc...added on Mar 10th 2023 5:15 PM,0,3,103,77,4.8550203431887,1.3376623376623376,0,4,16,1,0,0,0.16664973663501634,0.0697,-1.439174371793592
HAM,https://www.attemplate.com/eur/1f23d6d3-b158-4e45-b7e1-7631cf28c804/bc...added on Mar 10th 2023 5:15 PM,0,3,103,77,4.8550203431887,1.3376623376623376,0,4,16,1,0,0,0.16664973663501634,0.0697,-1.439174371793592
HAM,https://www.attemplate.com/eur/1f23d6d3-b158-4e45-b7e1-7631cf28c804/bc...added on Mar 10th 2023 5:15 PM,0,3,103,77,4.8550203431887,1.3376623376623376,0,4,16,1,0,0,0.16664973663501634,0.0697,-1.439174371793592
HAM,https://apptest.consumer.meridianlink.com/cc/CreditCard.aspx?lenderref...added on Mar 10th 2023 3:56 PM,0,7,103,19,4.680644276164246,5.421052631578948,0,0,14,1,0,0,0.11696340876735674,0.04933009708737865,-3.3303089642389843
HAM,https://www.attemplate.com/lam/c2525ea7-e266-4a4f-86fd-a824e8e51cd6/80...added on Mar 8th 2023 8:54 PM,0,3,102,76,4.684345259603734,1.3421052631578947,0,4,16,1,0,0,0.15892574204339774,0.0697,-0.23467609394567474
HAM,https://eclickprojects.com/whs1960/wp-content/plugins/zdyozwhrgq/226/...added on Mar 7th 2023 11:12 PM,0,14,102,76,4.894403318086288,1.3421052631578947,0,1,15,1,0,1,0.14767683897518918,0.0877843137254902,-4.302753164769179
HAM,https://www.binance.com/es-LA/blog/fiat/c%C3%B3mo-comprar-criptomoneda...added on Mar 1st 2023 4:30 PM,0,3,102,79,4.860815847839026,1.2911392405063291,0,3,18,1,0,0,0.1412892730852763,0.0877843137254902,-3.731565099036201
HAM,https://member.kms.kuronekoyamato.co.jp/registration/request...added on Feb 22nd 2023 4:46 AM,0,6,93,54,4.662327225688846,1.7222222222222223,0,0,13,1,0,0,0.11965808964360936,0.050147311827956995,-2.8911920813493106
HAM,https://www.ficohsa.hn/digitaladded on Feb 21st 2023 7:03 PM,0,3,60,38,4.593657470283998,1.5789473684210527,0,0,7,0,0,0,0.1464381742882944,0.09366666666666668,-0.59747325835779
HAM,https://k-u.lt/wp-admin/jt/Emailupgd/added on Feb 21st 2023 6:14 AM,0,3,67,53,4.745141526815713,1.2641509433962264,0,2,11,0,0,2,0.16859848899111426,0.09714925373134328,-0.7989737310558944
HAM,https://www.google.ee/search?q=how+to+make+one+line...added on Feb 16th 2023 9:57 PM,0,3,84,7,4.818769023912982,12.0,0,0,16,0,0,0,0.12656310884907163,0.057795238095238094,-3.0667745894497638
HAM,https://promericasv.aurainteractiva.com/login/index.php...added on Feb 16th 2023 1:54 PM,0,11,88,49,4.745022284084818,1.7959183673469388,0,0,12,2,0,1,0.11853287893420016,0.07018181818181818,-3.534216199549118
HAM,https://btprivacy.my.onetrust.com/ui/added on Feb 16th 2023 12:01 PM,0,9,68,35,4.682332326226299,1.9428571428571428,0,0,9,0,0,0,0.14257999939814037,0.08288235294117646,-1.7832700523622154
HAM,https://www.google.com.eg/search?q=how+triple+line...added on Feb 15th 2023 12:22 PM,0,3,84,7,4.7624380725337065,12.0,0,0,15,0,0,0,0.1319351456324706,0.05789047619047619,-2.8955785145923127
HAM,https://anydesk.com/ptadded on Feb 13th 2023 8:50 PM,0,7,52,33,4.526986833359286,1.5757575757575757,0,0,6,0,0,0,0.15608595056729815,0.0697,3.3024674499580566
HAM,http://www.petertiohk.com/wp-admin/js/fr/nndex.php...added on Feb 13th 2023 8:06 PM,0,3,83,58,4.715728896251847,1.4310344827586208,0,1,15,2,0,2,0.15236570024775958,0.06675903614457832,-1.9171193392106651
HAM,https://www.google.co.ls/search?q=how+to+make+four+lines...added on Feb 11th 2023 8:59 AM,0,3,89,7,4.911684448089569,12.714285714285714,0,0,17,0,0,0,0.131300250358574,0.05958426966292135,-4.636152950094879
HAM,https://www.google.co.bw/search?q=how+to+make+line...added on Feb 10th 2023 9:53 AM,0,3,83,7,4.824819063872245,11.857142857142858,0,0,16,0,0,0,0.1411196992764605,0.057651807228915664,-3.0033968860926743
HAM,https://href.li/?https://en.wikipedia.org/wiki/Windows_Server_2016...added on Feb 9th 2023 3:57 PM,0,4,98,1,4.8547353866062135,98.0,0,0,19,0,0,0,0.132989409144512,0.06129183673469388,-2.6569551923438723
HAM,https://surveys.ipsos.co.za/AbsaEverydayBanking/ABSAEBContactCenterEng...added on Feb 9th 2023 12:30 PM,0,7,103,76,4.9088524685107,1.355263157894737,0,0,12,1,0,0,0.12999930293032946,0.06874757281553398,-2.4552840964371345
HAM,https://www.cloudflare.com/web3/added on Feb 9th 2023 11:03 AM,0,3,62,36,4.635253769889822,1.7222222222222223,0,0,8,0,0,0,0.15825487303305918,0.0697,-1.1107533215694698
HAM,https://cloudflare-eth.com/added on Feb 9th 2023 11:03 AM,0,14,57,31,4.6087770753784705,1.8387096774193548,0,1,7,0,0,0,0.14202243335427506,0.0697,-0.4162024079207482
HAM,https://www.pornhub.com/added on Feb 7th 2023 4:25 PM,0,3,53,30,4.58086408627129,1.7666666666666666,0,0,7,0,0,0,0.1680514966781845,0.08926415094339624,0.9426307295042421
HAM,https://www.vinnyfatts.comadded on Feb 2nd 2023 6:48 PM,0,3,55,0,4.635549713367316,0.0,0,0,6,0,0,0,0.16083858881777272,0.09063636363636364,-0.16686585859270955
HAM,http://gndi.com.br.admin-mcas-df.ms/added on Jan 31st 2023 4:59 PM,0,4,66,31,4.661299990341117,2.129032258064516,0,2,11,0,0,1,0.1740167108543477,0.11184848484848485,-1.061375905792903
HAM,https://choicesoftheheart.com/Cancel-citizen.info/CITIZEN[MRWEEBEE]/lo...added on Jan 31st 2023 12:01 AM,0,17,104,75,4.978258445081998,1.3866666666666667,0,1,15,2,0,0,0.13253652505393665,0.0693076923076923,-1.9945812208655218
HAM,https://www.parcelmonkey.fr/added on Jan 28th 2023 8:45 PM,0,3,58,31,4.6933452188924925,1.8709677419354838,0,0,7,0,0,0,0.1473589744816561,0.07527586206896553,-0.6831155383191632
HAM,http://parcelmonkey.fr/added on Jan 28th 2023 8:45 PM,0,12,53,31,4.58086408627129,1.7096774193548387,0,0,6,0,0,0,0.14644138459016123,0.07039622641509434,1.9523695398119338
HAM,https://www.amazonlogistics.jp/added on Jan 28th 2023 5:49 PM,0,3,61,31,4.704606394620736,1.967741935483871,0,0,7,0,0,0,0.15563780682985687,0.11060655737704918,-0.18419139699854672
HAM,https://www.google.ch/search?q=how+to+print+two+lines...added on Jan 28th 2023 10:27 AM,0,3,87,7,4.73745158268844,12.428571428571429,0,0,16,0,0,0,0.1357530229529009,0.08102298850574713,-1.8409416845704671
HAM,https://www.sharepointin.com/nam/4d8b357b-64da-4d04-9556-e4aa0f6e3d19/...added on Jan 26th 2023 10:20 PM,0,3,104,76,4.848176412409027,1.368421052631579,0,4,16,1,0,0,0.1607667877988846,0.08853846153846154,-1.675003912951902
HAM,https://www.sharepointin.com/nam/4d8b357b-64da-4d04-9556-e4aa0f6e3d19/...added on Jan 26th 2023 10:16 PM,0,3,104,76,4.852890114290498,1.368421052631579,0,4,16,1,0,0,0.1607667877988846,0.08853846153846154,-1.675003912951902
HAM,https://api.auth.gg/added on Jan 22nd 2023 7:48 PM,0,3,50,31,4.3683674395583765,1.6129032258064515,0,0,7,0,0,0,0.17590125070618456,0.107,2.8447565297670705
HAM,http://api.auth.ggadded on Jan 22nd 2023 7:48 PM,0,3,48,0,4.313721875540867,0.0,0,0,6,0,0,0,0.18129235137386981,0.10616666666666667,4.737258965515723
